id,user_id,training_id,group_type,for_trainings_to,amount,note,created_by,created_at,updated_at,updated_by
43,100,,,2016-01-31,120.00,,31,2016-01-11 12:08:18,2016-01-11 12:08:18,31
44,75,,,2016-01-31,120.00,przelew,31,2016-01-11 12:09:03,2016-01-11 12:09:03,31
45,106,,,2016-01-31,65.00,1/2 miesiąca,31,2016-01-11 12:10:35,2016-01-26 09:50:42,31
46,323,,,2016-01-31,130.00,przelew,31,2016-01-11 12:11:36,2016-01-11 12:11:36,31
47,337,,,2016-01-31,120.00,przelew
,31,2016-01-11 12:12:01,2016-01-11 12:12:01,31
48,160,,,2016-01-31,120.00,przelew,31,2016-01-11 12:13:49,2016-01-11 12:13:49,31
49,303,,,2016-01-31,120.00,przelew,31,2016-01-11 12:14:10,2016-01-11 12:14:10,31
50,344,,,2016-01-31,115.00,przelew,31,2016-01-11 12:14:50,2016-01-11 12:14:50,31
51,112,,,2016-01-31,115.00,przelew,31,2016-01-11 12:15:25,2016-01-11 12:15:25,31
52,110,,,2016-01-31,115.00,przelew,31,2016-01-11 12:16:15,2016-01-11 12:16:15,31
53,125,,,2016-01-31,65.00,przelew,31,2016-01-11 12:16:37,2016-01-11 12:16:37,31
54,244,,,2016-01-31,115.00,przelew,31,2016-01-11 12:17:43,2016-01-11 12:17:43,31
55,53,,,2015-12-31,130.00,przelew,31,2016-01-11 12:18:33,2016-01-11 12:18:33,31
56,53,,,2016-01-31,120.00,przelew,31,2016-01-11 12:18:53,2016-01-11 12:18:53,31
57,136,,,2016-01-31,115.00,przelew,31,2016-01-11 12:19:19,2016-01-11 12:19:19,31
58,266,,,2016-01-31,120.00,przelew,31,2016-01-11 12:21:03,2016-01-11 12:21:03,31
59,99,,,2016-01-31,120.00,przelew,31,2016-01-11 12:22:07,2016-01-11 12:22:07,31
60,124,,,2016-01-31,120.00,przelew,31,2016-01-11 12:22:34,2016-01-11 12:22:34,31
61,215,,,2016-01-31,120.00,przelew,31,2016-01-11 12:22:59,2016-01-11 12:22:59,31
63,361,,,2016-01-31,120.00,przelew,31,2016-01-11 14:16:39,2016-01-11 14:16:39,31
64,362,,,2016-01-31,65.00,przelew,31,2016-01-11 14:21:44,2016-01-11 14:21:44,31
65,197,,,2015-12-31,130.00,przelew
,31,2016-01-11 14:22:31,2016-01-11 14:22:31,31
66,197,,,2016-01-31,120.00,przelew,31,2016-01-11 14:22:50,2016-01-11 14:22:50,31
67,198,,,2015-12-31,130.00,przelew,31,2016-01-11 14:23:12,2016-01-11 14:23:12,31
68,198,,,2016-01-31,120.00,przelew,31,2016-01-11 14:23:32,2016-01-11 14:23:32,31
69,129,,,2016-01-31,120.00,przelew,31,2016-01-11 14:24:14,2016-01-11 14:24:14,31
70,192,584,,2016-01-31,130.00,,18,2016-01-11 17:57:54,2016-01-11 17:57:54,18
71,273,586,,2016-01-31,65.00,,18,2016-01-11 19:35:59,2016-01-11 19:35:59,18
72,3,586,,2016-01-31,1.00,,18,2016-01-11 19:36:40,2016-01-19 12:58:55,31
73,276,586,,2016-01-31,120.00,,18,2016-01-11 19:41:39,2016-01-11 19:41:39,18
74,365,586,,2016-01-31,130.00,,18,2016-01-11 19:42:23,2016-01-11 19:42:23,18
75,363,584,,2016-01-31,10.00,,18,2016-01-11 19:43:14,2016-01-11 19:43:14,18
76,6,586,,2016-01-31,130.00,Za grudzie i styczeń,18,2016-01-11 19:44:09,2016-01-11 19:44:09,18
77,238,584,,2016-01-31,130.00,,18,2016-01-11 19:45:51,2016-01-11 19:45:51,18
78,108,,,2015-11-30,65.00,,31,2016-01-12 11:44:04,2016-01-12 11:44:04,31
79,108,,,2015-12-31,65.00,,31,2016-01-12 11:44:27,2016-01-12 11:44:27,31
80,86,,,2016-01-31,105.00,oplata 3 tygodnie,31,2016-01-12 11:45:51,2016-01-12 11:45:51,31
81,58,,,2016-01-31,70.00,policja wojsko,31,2016-01-12 11:46:31,2016-01-12 11:46:31,31
82,102,,,2016-01-31,115.00,,31,2016-01-12 11:46:48,2016-01-12 11:46:48,31
83,204,,,2016-01-31,130.00,,31,2016-01-12 11:47:07,2016-01-12 11:47:07,31
84,155,,,2016-01-31,65.00,,31,2016-01-12 11:47:39,2016-01-12 11:47:39,31
85,367,,,2016-01-31,85.00,policja wojsko opłata miesięczna + wpisowe,31,2016-01-12 11:49:56,2016-01-12 11:49:56,31
86,256,,,2016-01-31,120.00,,31,2016-01-12 11:50:25,2016-01-12 11:50:25,31
87,355,,,2016-01-31,120.00,,31,2016-01-12 11:50:52,2016-01-12 11:50:52,31
88,228,,,2016-01-31,120.00,,31,2016-01-12 11:51:23,2016-01-12 11:51:23,31
89,161,,,2016-01-31,65.00,wojsko,31,2016-01-12 11:51:54,2016-01-12 11:51:54,31
90,173,,,2016-01-31,115.00,,31,2016-01-12 11:52:17,2016-01-12 11:52:17,31
91,140,,,2016-01-31,115.00,,31,2016-01-12 11:52:42,2016-01-12 11:52:42,31
92,227,,,2016-01-31,120.00,,31,2016-01-12 11:53:09,2016-01-12 11:53:09,31
93,271,,,2016-01-31,130.00,,31,2016-01-12 11:54:47,2016-01-12 11:54:47,31
94,148,,,2016-01-31,65.00,wojsko,31,2016-01-12 11:55:25,2016-01-12 11:55:25,31
95,324,,,2016-01-31,65.00,wojsko,31,2016-01-12 11:55:52,2016-01-12 11:55:52,31
96,188,,,2016-01-26,110.00,musi dopłacić,31,2016-01-12 11:56:40,2016-01-12 11:56:40,31
97,92,,,2015-12-31,65.00,,31,2016-01-12 11:59:13,2016-01-12 11:59:13,31
98,117,,,2016-01-31,120.00,,31,2016-01-12 11:59:32,2016-01-12 11:59:32,31
99,338,,,2016-01-31,120.00,,31,2016-01-12 12:00:08,2016-01-12 12:00:08,31
100,146,,,2016-01-31,60.00,1/2 miesiaca, musi doplacic 5zl
,31,2016-01-12 12:00:55,2016-01-19 12:58:38,31
101,368,,,2016-01-31,120.00,,31,2016-01-12 12:02:39,2016-01-12 12:02:39,31
102,369,,,2016-01-31,120.00,,31,2016-01-12 12:03:04,2016-01-12 12:03:04,31
103,84,,,2016-01-31,115.00,,31,2016-01-12 12:03:51,2016-01-12 12:03:51,31
104,85,,,2016-01-31,55.00,1/2 miesiaca, musi doplacic 10zl,31,2016-01-12 12:04:15,2016-01-12 12:04:15,31
105,77,,,2016-01-31,115.00,,31,2016-01-12 12:04:32,2016-01-12 12:04:32,31
106,260,,,2016-01-31,120.00,,31,2016-01-12 12:05:13,2016-01-12 12:05:13,31
108,321,,,2016-01-31,120.00,,31,2016-01-12 12:06:01,2016-01-12 12:06:01,31
109,60,,,2016-01-31,65.00,strazak,31,2016-01-12 12:06:33,2016-01-12 12:06:33,31
110,80,,,2016-01-31,115.00,,31,2016-01-12 12:06:51,2016-01-12 12:06:51,31
111,98,,,2016-01-31,65.00,1/2 miesiaca,31,2016-01-12 12:07:20,2016-01-12 12:07:20,31
112,363,,,2016-01-31,110.00,110 przelew, 10 dopłacił Tadeuszowi na treningu,31,2016-01-12 12:11:10,2016-01-12 12:11:10,31
113,336,589,,,130.00,Za grudzień,18,2016-01-12 18:14:59,2016-01-12 18:14:59,18
115,370,,,2016-01-31,120.00,,31,2016-01-14 12:38:35,2016-01-14 12:38:35,31
116,232,,,2016-01-31,35.00,mon 1/2 miesiaca,31,2016-01-14 12:39:39,2016-01-14 12:39:39,31
117,216,,,2016-01-31,130.00,,31,2016-01-14 12:40:11,2016-01-14 12:40:11,31
118,170,,,2016-01-31,115.00,,31,2016-01-14 12:41:24,2016-01-14 12:41:24,31
119,371,,,2016-01-31,115.00,,31,2016-01-14 12:43:38,2016-01-14 12:43:38,31
120,296,,,2016-01-31,130.00,,31,2016-01-14 12:44:11,2016-01-14 12:44:11,31
121,372,,,2016-01-31,115.00,,31,2016-01-14 12:46:04,2016-01-14 12:46:04,31
122,201,,,2016-01-31,130.00,,31,2016-01-14 12:46:41,2016-01-14 12:46:41,31
123,131,,,2016-01-31,120.00,,31,2016-01-14 12:47:45,2016-01-14 12:47:45,31
124,200,,,2016-01-31,100.00,,31,2016-01-14 12:48:11,2016-01-14 12:48:11,31
125,131,,,2016-01-31,250.00,130,00 za XII - 2015 i 120,00 za I,31,2016-01-14 12:52:54,2016-01-20 11:26:14,31
126,96,,,2016-01-31,100.00,got Tadeuszowi na strzelaniu,31,2016-01-14 13:11:22,2016-01-14 13:11:22,31
127,375,,,2016-01-31,52.50,w I tylko 1 tydzień treningu + wpisowe,31,2016-01-18 10:02:29,2016-01-18 10:02:29,31
128,40,603,,2016-01-31,65.00,1/2 miesiaca,21,2016-01-18 17:53:14,2016-01-18 17:53:14,21
129,243,604,,2016-01-31,1.00,Ok system,18,2016-01-18 17:58:14,2016-01-18 17:58:14,18
130,247,604,,2016-01-31,1.00,,18,2016-01-18 17:58:34,2016-01-18 17:58:34,18
131,248,604,,2016-01-31,1.00,,18,2016-01-18 17:58:48,2016-01-19 12:54:58,31
132,248,604,,2016-01-31,1.00,,18,2016-01-18 17:59:04,2016-01-18 17:59:04,18
133,261,606,,2016-01-31,1.00,,18,2016-01-18 19:36:57,2016-01-18 19:36:57,18
134,364,606,,2016-01-31,120.00,,18,2016-01-18 19:37:26,2016-01-18 19:37:26,18
136,377,606,,2016-01-31,120.00,,18,2016-01-18 19:39:38,2016-01-18 19:39:38,18
137,267,606,,2016-01-31,60.00,,18,2016-01-18 19:51:29,2016-01-18 19:51:29,18
138,212,596,,2016-01-31,130.00,13.01.2016,7,2016-01-18 23:12:36,2016-01-18 23:12:36,7
139,222,,,2016-01-31,130.00,na egzaminie,31,2016-01-19 10:15:32,2016-01-19 10:15:32,31
140,184,,,2016-01-31,1.00,płacił w grudniu za styczeń,31,2016-01-20 11:09:58,2016-01-20 11:09:58,31
141,221,,,2016-01-31,130.00,18-01-2016,31,2016-01-20 11:17:37,2016-01-20 11:17:37,31
142,223,,,2016-01-31,130.00,18-01-2016,31,2016-01-20 11:18:10,2016-01-20 11:18:10,31
143,311,,,2016-01-31,130.00,15-01-2016,31,2016-01-20 11:21:10,2016-01-20 11:21:10,31
144,310,,,2016-02-29,190.00,za XII-2015, I i II-2016,31,2016-01-20 11:22:11,2016-01-20 11:22:11,31
145,51,,,2016-01-31,1.00,,31,2016-01-21 14:53:32,2016-02-03 14:09:44,31
146,383,,,2016-12-31,1.00,,31,2016-01-21 14:57:36,2016-01-21 14:58:41,31
147,384,,,2016-12-31,1.00,,31,2016-01-21 14:58:25,2016-01-21 14:58:25,31
149,336,619,,2016-01-31,130.00,Opłata za styczeń- przelew 22.01.2013,14,2016-01-22 12:39:21,2016-01-25 12:34:41,31
150,13,,,2016-01-31,130.00,21-01-2016,31,2016-01-22 13:25:53,2016-01-22 13:25:53,31
151,41,,,2016-01-31,130.00,21-01-2016,31,2016-01-22 13:26:27,2016-01-22 13:26:27,31
152,376,,,2016-01-31,85.00,21-01-2016,31,2016-01-22 13:27:07,2016-01-22 13:27:07,31
153,274,,,2016-01-31,37.00,20-01-2016,31,2016-01-22 13:27:55,2016-01-22 13:27:55,31
155,378,,,2016-01-31,150.00,19-01-2016 ,31,2016-01-22 13:34:57,2016-01-22 13:34:57,31
156,366,,,2016-01-31,120.00,19-01-2016,31,2016-01-25 12:16:46,2016-01-25 12:16:46,31
157,379,,,2016-02-29,1.00,,31,2016-01-25 12:32:39,2016-03-21 13:17:44,31
158,255,,,2016-01-31,120.00,na strzelaniu,31,2016-01-25 12:34:12,2016-01-25 12:34:12,31
160,8,626,,2016-01-31,1.00,,18,2016-01-25 19:34:28,2016-01-25 19:34:28,18
161,380,626,,2016-01-31,65.00,,18,2016-01-25 19:34:59,2016-01-25 19:34:59,18
162,7,626,,2016-01-31,1.00,,18,2016-01-25 19:44:51,2016-01-25 19:44:51,18
163,14,626,,2016-01-31,1.00,,18,2016-01-25 19:45:02,2016-01-25 19:45:02,18
164,11,626,,2016-01-31,1.00,,18,2016-01-25 19:45:21,2016-01-25 19:45:21,18
165,103,,,2016-01-31,65.00,1/2 miesiacą,31,2016-01-26 09:51:33,2016-01-26 09:51:33,31
166,16,632,,2016-01-31,1.00,,18,2016-01-26 19:32:05,2016-01-26 19:32:05,18
167,17,,,2016-01-31,57.00,26-01-2016,31,2016-01-27 13:04:59,2016-01-27 13:04:59,31
168,88,,,2016-01-31,130.00,26-01-2016,31,2016-01-27 13:05:27,2016-01-27 13:05:27,31
169,345,,,2016-01-31,130.00,26-01-2016,31,2016-01-27 13:06:11,2016-01-27 13:06:11,31
170,97,,,2016-01-31,130.00,,31,2016-01-27 13:06:33,2016-01-28 14:07:58,31
171,92,,,2016-01-31,65.00,,31,2016-01-28 14:05:28,2016-01-28 14:05:28,31
172,108,,,2016-01-31,65.00,,31,2016-01-28 14:05:48,2016-01-28 14:05:48,31
173,351,,,2016-02-29,125.00,,31,2016-01-28 14:06:42,2016-01-28 14:06:42,31
174,188,,,2016-01-31,110.00,11-01-2016
dzwonił i wyjaśnione sprawa na strzelnicy,31,2016-01-29 13:05:16,2016-02-01 08:47:39,31
176,43,,,2016-01-31,1.00,90,00 zł za XI, XII, I,31,2016-02-02 09:36:11,2016-02-02 09:36:11,31
177,375,,,2016-02-29,65.00,02.02.2016 na miejscu,31,2016-02-02 10:26:17,2016-02-02 10:26:17,31
178,210,,,2016-01-31,1.00, w I chory wyjaśnione,31,2016-02-03 13:48:45,2016-02-03 13:48:45,31
179,52,,,2016-01-31,120.00,,31,2016-02-03 14:08:37,2016-02-03 14:08:37,31
180,255,656,,2016-02-29,100.00,,18,2016-02-03 19:38:22,2016-02-03 19:38:22,18
181,264,656,,2016-02-29,120.00,,18,2016-02-03 19:38:38,2016-02-03 19:38:38,18
182,364,656,,2016-02-29,100.00,,18,2016-02-03 19:38:57,2016-02-03 19:38:57,18
183,267,656,,2016-02-29,60.00,,18,2016-02-03 19:39:31,2016-02-03 19:39:31,18
184,192,654,,2016-02-29,100.00,,18,2016-02-03 19:40:16,2016-02-03 19:40:16,18
185,212,656,,2016-02-29,120.00,,18,2016-02-03 21:06:22,2016-02-03 21:06:22,18
186,141,,,2016-04-30,330.00,karnet na SIlVER,31,2016-02-04 09:45:16,2016-02-04 09:45:16,31
187,250,666,,2016-02-29,100.00,,18,2016-02-08 19:39:36,2016-02-08 19:39:36,18
188,273,666,,2016-02-29,60.00,,18,2016-02-08 19:40:06,2016-02-08 19:40:06,18
189,269,666,,2016-02-29,97.50,,18,2016-02-08 19:41:25,2016-02-08 19:41:25,18
190,276,666,,2016-02-29,120.00,,18,2016-02-08 19:45:56,2016-02-08 19:45:56,18
191,360,,,2016-02-29,120.00,,31,2016-02-10 11:23:31,2016-02-10 11:23:31,31
192,388,,,2016-02-29,120.00,,31,2016-02-10 11:24:05,2016-02-10 11:24:05,31
193,86,,,2016-02-29,105.00,,31,2016-02-10 11:24:44,2016-02-10 11:24:44,31
194,338,,,2016-02-29,120.00,,31,2016-02-10 11:25:41,2016-02-10 11:25:41,31
195,106,,,2016-02-29,65.00,,31,2016-02-10 11:27:09,2016-02-10 11:27:09,31
196,103,,,2016-02-29,65.00,,31,2016-02-10 11:27:27,2016-02-10 11:27:27,31
197,361,,,2016-02-29,120.00,,31,2016-02-10 11:27:50,2016-02-10 11:27:50,31
198,173,,,2016-02-29,115.00,,31,2016-02-10 11:28:10,2016-02-10 11:28:10,31
199,20,,,2016-02-29,60.00,,31,2016-02-10 11:28:35,2016-02-10 11:28:35,31
200,148,,,2016-02-29,65.00,wojsko,31,2016-02-10 11:30:41,2016-02-10 11:30:41,31
201,77,,,2016-02-29,115.00,,31,2016-02-10 11:31:00,2016-02-10 11:31:00,31
202,160,,,2016-02-29,120.00,,31,2016-02-10 11:31:27,2016-02-10 11:31:27,31
203,92,,,2016-02-29,65.00,,31,2016-02-10 12:18:33,2016-02-10 12:18:33,31
204,311,,,2016-02-29,60.00,,31,2016-02-10 12:19:33,2016-02-10 12:19:33,31
205,112,,,2016-02-29,115.00,,31,2016-02-10 12:20:16,2016-02-10 12:20:16,31
206,79,,,2016-02-29,120.00,,31,2016-02-10 12:20:35,2016-02-10 12:20:35,31
207,216,,,2016-02-29,120.00,,31,2016-02-10 12:21:06,2016-02-10 12:21:06,31
209,136,,,2016-02-29,115.00,,31,2016-02-10 12:22:53,2016-02-10 12:22:53,31
210,392,,,2016-02-29,140.00,oplata + wpisowe,31,2016-02-10 12:24:29,2016-02-10 12:24:29,31
211,378,,,2016-02-29,120.00,,31,2016-02-10 12:24:49,2016-02-10 12:24:49,31
212,237,,,2016-02-29,120.00,,31,2016-02-10 12:25:53,2016-02-10 12:25:53,31
213,129,,,2016-02-29,120.00,,31,2016-02-10 12:26:46,2016-02-10 12:26:46,31
214,385,,,2016-02-29,140.00,oplata + wpisowe,31,2016-02-10 12:27:17,2016-02-10 12:27:17,31
215,391,,,2016-02-29,120.00,,31,2016-02-10 12:27:50,2016-02-10 12:27:50,31
216,102,,,2016-02-29,115.00,,31,2016-02-10 12:29:08,2016-02-10 12:29:08,31
217,244,,,2016-02-29,115.00,,31,2016-02-10 12:33:39,2016-02-10 12:33:39,31
218,126,,,2016-02-29,120.00,,31,2016-02-10 12:34:02,2016-02-10 12:34:02,31
219,210,,,2016-02-29,120.00,,31,2016-02-10 12:34:53,2016-02-10 12:34:53,31
220,367,,,2016-02-29,65.00,,31,2016-02-10 12:35:18,2016-02-10 12:35:18,31
221,337,,,2016-02-29,120.00,,31,2016-02-10 12:36:31,2016-02-10 12:36:31,31
222,188,,,2016-02-29,120.00,,31,2016-02-10 12:36:57,2016-02-10 12:36:57,31
223,124,,,2016-02-29,100.00,,31,2016-02-10 12:38:06,2016-02-10 12:38:06,31
224,215,,,2016-02-29,120.00,,31,2016-02-10 12:38:22,2016-02-10 12:38:22,31
225,140,,,2016-02-29,115.00,,31,2016-02-10 15:18:09,2016-02-10 15:18:09,31
226,389,,,2016-02-29,120.00,,31,2016-02-10 15:18:54,2016-02-10 15:18:54,31
227,260,,,2016-02-29,120.00,,31,2016-02-10 15:19:11,2016-02-10 15:19:11,31
228,274,,,2016-02-29,80.00,,31,2016-02-10 15:19:40,2016-02-10 15:19:40,31
229,49,,,2016-02-29,35.00,wojsko 1/2 mies klodzko,31,2016-02-10 15:20:19,2016-02-10 15:20:19,31
230,373,,,2016-02-29,140.00,,31,2016-02-10 15:21:07,2016-02-10 15:21:07,31
231,182,,,2016-01-31,32.50,,31,2016-02-10 15:27:09,2016-02-10 15:27:09,31
232,182,,,2016-02-29,120.00,,31,2016-02-10 15:27:33,2016-02-10 15:27:33,31
233,232,,,2016-02-29,49.00,,31,2016-02-10 15:28:11,2016-02-10 15:28:11,31
234,37,,,2016-01-31,65.00,,31,2016-02-10 15:28:36,2016-02-10 15:28:36,31
235,37,,,2016-02-29,120.00,,31,2016-02-10 15:28:53,2016-02-10 15:28:53,31
236,165,,,2016-02-29,120.00,,31,2016-02-10 15:29:17,2016-02-10 15:29:17,31
237,259,,,2016-02-29,120.00,,31,2016-02-10 15:29:56,2016-02-10 15:29:56,31
238,376,,,2016-02-29,120.00,,31,2016-02-10 15:30:20,2016-02-10 15:30:20,31
239,110,,,2016-02-29,115.00,,31,2016-02-10 15:30:48,2016-02-10 15:30:48,31
240,125,,,2016-02-29,65.00,sluzby
,31,2016-02-10 15:31:15,2016-02-10 15:31:15,31
241,327,,,2016-01-31,120.00,,31,2016-02-10 15:31:50,2016-02-10 15:31:50,31
242,327,,,2016-02-29,120.00,,31,2016-02-10 15:32:05,2016-02-10 15:32:05,31
243,247,674,,2016-02-29,1.00,Ok syst,18,2016-02-10 18:02:45,2016-02-10 18:02:45,18
244,238,674,,2016-02-29,115.00,,18,2016-02-10 18:09:55,2016-02-10 18:09:55,18
245,261,676,,2016-02-29,1.00,,18,2016-02-10 19:36:10,2016-02-10 19:36:10,18
246,3,676,,2016-02-29,1.00,,18,2016-02-10 19:37:28,2016-02-10 19:37:28,18
247,251,676,,2016-02-29,120.00,I za 2 treningi w grudniu,18,2016-02-10 19:40:09,2016-02-10 19:40:09,18
248,365,676,,2016-02-29,120.00,,18,2016-02-10 19:40:41,2016-02-10 19:40:41,18
249,6,676,,2016-02-29,65.00,,18,2016-02-10 19:44:19,2016-02-10 19:44:19,18
250,256,676,,2016-02-29,120.00,,18,2016-02-10 20:59:23,2016-02-10 20:59:23,18
251,17,676,,2016-02-29,50.00,,18,2016-02-10 21:01:09,2016-02-10 21:01:09,18
252,7,676,,2016-02-29,1.00,,18,2016-02-10 21:01:22,2016-02-10 21:01:22,18
253,271,676,,2016-02-29,90.00,,18,2016-02-10 21:09:26,2016-02-10 21:09:26,18
254,58,,,2016-02-29,65.00,1/2,31,2016-02-11 10:48:04,2016-02-11 10:48:04,31
255,293,,,2016-02-29,100.00,,31,2016-02-11 10:49:18,2016-02-11 10:49:18,31
256,88,,,2016-02-29,120.00,,31,2016-02-11 10:49:42,2016-02-11 10:49:42,31
257,38,,,2016-02-29,115.00,,31,2016-02-11 10:50:21,2016-02-11 10:50:21,31
258,363,,,2016-02-29,120.00,,31,2016-02-11 10:50:51,2016-02-11 10:50:51,31
259,265,,,2016-02-29,120.00,,31,2016-02-11 10:51:13,2016-02-11 10:51:13,31
260,80,,,2016-02-29,115.00,,31,2016-02-11 10:51:35,2016-02-11 10:51:35,31
261,290,,,2016-02-29,120.00,,31,2016-02-11 10:51:53,2016-02-11 10:51:53,31
262,117,,,2016-02-29,120.00,,31,2016-02-11 10:52:10,2016-02-11 10:52:10,31
263,227,,,2016-02-29,120.00,,31,2016-02-11 10:52:31,2016-02-11 10:52:31,31
264,98,,,,65.00,1/2,31,2016-02-11 10:52:55,2016-02-11 10:52:55,31
265,100,,,2016-02-29,100.00,,31,2016-02-11 10:53:33,2016-02-11 10:53:33,31
266,377,,,2016-02-29,120.00,,31,2016-02-11 10:53:59,2016-02-11 10:53:59,31
267,99,,,2016-02-29,120.00,,31,2016-02-11 10:54:25,2016-02-11 10:54:25,31
268,296,,,2016-02-29,120.00,,31,2016-02-11 10:54:57,2016-02-11 10:54:57,31
269,279,,,,90.00,3/4,31,2016-02-11 10:55:54,2016-02-11 10:55:54,31
270,75,,,2016-02-29,120.00,,31,2016-02-11 10:56:50,2016-02-11 10:56:50,31
271,371,,,2016-02-29,115.00,,31,2016-02-11 10:57:28,2016-02-11 10:57:28,31
272,170,,,2016-02-29,115.00,,31,2016-02-11 10:57:37,2016-02-11 10:57:37,31
273,166,679,,,50.00,Rozmawial ostatnio  z Mateuszem. Zaplacil 50, zostalo 80.,7,2016-02-11 21:41:34,2016-02-11 21:41:34,7
274,168,679,,,150.00,Zalegle za styczen + 20 na luty,7,2016-02-11 21:42:35,2016-02-11 21:42:35,7
275,166,,,2015-12-31,65.00,Mateusz trening 9-02-2016
,31,2016-02-12 10:51:05,2016-02-12 10:51:05,31
276,166,,,2016-01-25,55.00,Mateusz trening 9-02-2016,31,2016-02-12 10:52:14,2016-02-12 10:52:14,31
277,166,,,2016-01-31,10.00,Emilka trening 11-02-2016
,31,2016-02-12 10:55:01,2016-02-12 10:55:01,31
278,166,,,2016-02-10,40.00,Emilka trening 11-02-2016
,31,2016-02-12 10:55:50,2016-02-12 10:55:50,31
279,168,,,2016-01-31,130.00,Emilka trening 11-02-2016,31,2016-02-12 10:56:47,2016-02-12 10:56:47,31
280,168,,,2016-02-05,20.00,Emilka trening 11-02-2016,31,2016-02-12 10:57:25,2016-02-12 10:57:25,31
281,115,,,2016-04-30,330.00,karnet 3 miesiace sklep,31,2016-02-16 08:26:45,2016-02-16 08:26:45,31
282,166,689,,,100.00,90 zł za -c luty ( pozostała kwota do zapłaty) oraz 10 zł na poczet m-ca marca,17,2016-02-17 00:02:06,2016-02-17 00:02:06,17
283,398,698,,2016-02-29,100.00,Nadpłata 15,18,2016-02-18 17:37:04,2016-02-18 17:37:04,18
284,65,698,,2016-02-29,65.00,,18,2016-02-18 17:38:46,2016-02-18 17:38:46,18
285,96,702,,2016-02-29,100.00,,18,2016-02-18 19:32:53,2016-02-18 19:32:53,18
286,2,702,,2016-02-29,1.00,,18,2016-02-18 19:33:37,2016-02-18 19:33:37,18
